Unnamed: 0,Train_ID,Train_Name,Date,Source,Destination,Scheduled_Arrival,Actual_Arrival,Delay_Minutes,Passenger_Count,Revenue,Month,Delay_Category
908,10008,Garib Rath,2024-03-16,Hyderabad,Pune,14:45,15:14,29,1062,79650,3,Medium Delay
909,10009,Intercity Express,2024-03-16,Kolkata,Bangalore,06:00,06:51,51,523,50208,3,High Delay
910,10010,Express Special,2024-03-16,Mumbai,Delhi,14:45,15:31,46,1341,148851,3,High Delay
911,10011,Passenger Special,2024-03-16,Delhi,Hyderabad,09:00,10:03,63,564,48504,3,High Delay
912,10000,Shatabdi Express,2024-03-17,Hyderabad,Pune,19:00,20:09,69,1230,116850,3,High Delay
913,10001,Lalbagh Express,2024-03-17,Chennai,Mumbai,04:15,04:44,29,444,34632,3,Medium Delay
914,10002,Chennai Express,2024-03-17,Chennai,Hyderabad,10:15,10:36,21,1091,121101,3,Medium Delay
915,10003,Hampi Express,2024-03-17,Hyderabad,Chennai,06:30,06:48,18,949,61685,3,Medium Delay
916,10004,Jaipur Superfast,2024-03-17,Hyderabad,Chennai,19:00,19:31,31,787,85783,3,Medium Delay
917,10005,Rajdhani Express,2024-03-17,Chennai,Hyderabad,19:30,20:44,74,1076,87156,3,High Delay
918,10006,Duronto Express,2024-03-17,Chennai,Pune,11:15,12:31,76,1209,82212,3,High Delay
919,10007,Yuva Express,2024-03-17,Chennai,Pune,18:15,18:45,30,783,73602,3,Medium Delay
920,10008,Garib Rath,2024-03-17,Bangalore,Hyderabad,18:30,19:22,52,687,41907,3,High Delay
921,10009,Intercity Express,2024-03-17,Delhi,Pune,09:15,10:20,65,715,59345,3,High Delay
922,10010,Express Special,2024-03-17,Bangalore,Hyderabad,10:45,10:45,0,1306,148884,3,On Time
923,10011,Passenger Special,2024-03-17,Mumbai,Pune,06:15,07:04,49,1307,117630,3,High Delay
924,10000,Shatabdi Express,2024-03-18,Bangalore,Chennai,10:45,11:49,64,958,83346,3,High Delay
925,10001,Lalbagh Express,2024-03-18,Mumbai,Bangalore,06:15,06:38,23,1171,120613,3,Medium Delay
926,10002,Chennai Express,2024-03-18,Delhi,Bangalore,10:45,11:34,49,570,39900,3,High Delay
927,10003,Hampi Express,2024-03-18,Mumbai,Delhi,11:30,11:56,26,1280,144640,3,Medium Delay
928,10004,Jaipur Superfast,2024-03-18,Chennai,Bangalore,15:15,16:14,59,1093,97277,3,High Delay
929,10005,Rajdhani Express,2024-03-18,Hyderabad,Delhi,09:45,10:26,41,1207,111044,3,Medium Delay
930,10006,Duronto Express,2024-03-18,Mumbai,Chennai,21:15,22:01,46,820,92660,3,High Delay
931,10007,Yuva Express,2024-03-18,Mumbai,Chennai,19:15,19:41,26,952,71400,3,Medium Delay
932,10008,Garib Rath,2024-03-18,Chennai,Mumbai,01:45,02:24,39,472,33512,3,Medium Delay
933,10009,Intercity Express,2024-03-18,Chennai,Bangalore,09:45,10:32,47,1187,116326,3,High Delay
934,10010,Express Special,2024-03-18,Hyderabad,Bangalore,00:30,01:05,35,807,91191,3,Medium Delay
935,10011,Passenger Special,2024-03-18,Delhi,Bangalore,13:15,13:43,28,926,65746,3,Medium Delay
936,10000,Shatabdi Express,2024-03-19,Mumbai,Pune,19:00,19:23,23,1316,90804,3,Medium Delay
937,10001,Lalbagh Express,2024-03-19,Kolkata,Hyderabad,04:15,05:42,87,1309,121737,3,High Delay
938,10002,Chennai Express,2024-03-19,Chennai,Pune,21:45,22:54,69,435,45240,3,High Delay
939,10003,Hampi Express,2024-03-19,Hyderabad,Pune,03:45,05:13,88,495,45540,3,High Delay
940,10004,Jaipur Superfast,2024-03-19,Mumbai,Pune,19:15,19:52,37,594,48708,3,Medium Delay
941,10005,Rajdhani Express,2024-03-19,Mumbai,Delhi,15:30,16:38,68,851,68080,3,High Delay
942,10006,Duronto Express,2024-03-19,Delhi,Pune,15:00,16:26,86,541,35706,3,High Delay
943,10007,Yuva Express,2024-03-19,Kolkata,Delhi,16:00,16:53,53,894,92082,3,High Delay
944,10008,Garib Rath,2024-03-19,Chennai,Hyderabad,12:30,13:56,86,1015,119770,3,High Delay
945,10009,Intercity Express,2024-03-19,Kolkata,Mumbai,00:00,00:30,30,754,57304,3,Medium Delay
946,10010,Express Special,2024-03-19,Hyderabad,Mumbai,13:15,14:16,61,1382,125762,3,High Delay
947,10011,Passenger Special,2024-03-19,Mumbai,Delhi,19:30,19:34,4,600,52800,3,Low Delay
948,10000,Shatabdi Express,2024-03-20,Kolkata,Chennai,21:15,21:59,44,1236,147084,3,Medium Delay
949,10001,Lalbagh Express,2024-03-20,Delhi,Chennai,07:30,07:30,0,1123,115669,3,On Time
950,10002,Chennai Express,2024-03-20,Delhi,Mumbai,21:15,21:30,15,1010,79790,3,Low Delay
951,10003,Hampi Express,2024-03-20,Kolkata,Mumbai,00:30,01:27,57,836,88616,3,High Delay
952,10004,Jaipur Superfast,2024-03-20,Bangalore,Chennai,01:00,02:23,83,725,48575,3,High Delay
953,10005,Rajdhani Express,2024-03-20,Mumbai,Delhi,00:30,01:29,59,1074,68736,3,High Delay
954,10006,Duronto Express,2024-03-20,Delhi,Pune,11:45,12:04,19,472,46256,3,Medium Delay
955,10007,Yuva Express,2024-03-20,Hyderabad,Mumbai,21:30,22:14,44,570,41040,3,Medium Delay
956,10008,Garib Rath,2024-03-20,Mumbai,Pune,21:45,22:36,51,510,57120,3,High Delay
957,10009,Intercity Express,2024-03-20,Mumbai,Delhi,18:45,19:56,71,1209,102765,3,High Delay
958,10010,Express Special,2024-03-20,Delhi,Bangalore,22:30,23:46,76,1323,89964,3,High Delay
959,10011,Passenger Special,2024-03-20,Hyderabad,Mumbai,15:30,16:20,50,1179,87246,3,High Delay
960,10000,Shatabdi Express,2024-03-21,Kolkata,Mumbai,09:30,09:40,10,1205,112065,3,Low Delay
961,10001,Lalbagh Express,2024-03-21,Delhi,Mumbai,05:15,05:56,41,619,37140,3,Medium Delay
962,10002,Chennai Express,2024-03-21,Delhi,Mumbai,19:15,20:01,46,775,51150,3,High Delay
963,10003,Hampi Express,2024-03-21,Delhi,Hyderabad,03:00,03:11,11,1065,103305,3,Low Delay
964,10004,Jaipur Superfast,2024-03-21,Kolkata,Delhi,10:30,11:06,36,445,49840,3,Medium Delay
965,10005,Rajdhani Express,2024-03-21,Bangalore,Hyderabad,21:15,22:11,56,515,58195,3,High Delay
966,10006,Duronto Express,2024-03-21,Hyderabad,Mumbai,16:30,16:40,10,747,84411,3,Low Delay
967,10007,Yuva Express,2024-03-21,Bangalore,Hyderabad,22:15,22:42,27,1146,121476,3,Medium Delay
968,10008,Garib Rath,2024-03-21,Bangalore,Mumbai,21:00,22:22,82,1264,120080,3,High Delay
969,10009,Intercity Express,2024-03-21,Kolkata,Hyderabad,02:15,02:31,16,1362,102150,3,Medium Delay
970,10010,Express Special,2024-03-21,Kolkata,Hyderabad,19:00,19:44,44,478,50190,3,Medium Delay
971,10011,Passenger Special,2024-03-21,Bangalore,Delhi,05:15,06:01,46,580,65540,3,High Delay
972,10000,Shatabdi Express,2024-03-22,Hyderabad,Bangalore,05:45,07:11,86,616,62216,3,High Delay
973,10001,Lalbagh Express,2024-03-22,Kolkata,Chennai,17:00,17:40,40,729,50301,3,Medium Delay
974,10002,Chennai Express,2024-03-22,Bangalore,Hyderabad,17:15,18:06,51,1072,64320,3,High Delay
975,10003,Hampi Express,2024-03-22,Hyderabad,Pune,01:45,02:01,16,1043,106386,3,Medium Delay
976,10004,Jaipur Superfast,2024-03-22,Kolkata,Bangalore,03:00,04:10,70,877,95593,3,High Delay
977,10005,Rajdhani Express,2024-03-22,Bangalore,Hyderabad,02:45,03:08,23,1378,130910,3,Medium Delay
978,10006,Duronto Express,2024-03-22,Chennai,Pune,10:30,11:01,31,1245,144420,3,Medium Delay
979,10007,Yuva Express,2024-03-22,Chennai,Pune,15:30,16:16,46,1162,137116,3,High Delay
980,10008,Garib Rath,2024-03-22,Hyderabad,Pune,16:30,17:17,47,1341,113985,3,High Delay
981,10009,Intercity Express,2024-03-22,Bangalore,Pune,21:30,22:35,65,507,35997,3,High Delay
982,10010,Express Special,2024-03-22,Kolkata,Delhi,17:15,18:07,52,654,43164,3,High Delay
983,10011,Passenger Special,2024-03-22,Mumbai,Chennai,22:15,22:20,5,981,101043,3,Low Delay
984,10000,Shatabdi Express,2024-03-23,Kolkata,Mumbai,04:15,04:44,29,1160,117160,3,Medium Delay
985,10001,Lalbagh Express,2024-03-23,Bangalore,Mumbai,04:45,05:11,26,822,55896,3,Medium Delay
986,10002,Chennai Express,2024-03-23,Kolkata,Pune,11:30,11:58,28,560,57120,3,Medium Delay
987,10003,Hampi Express,2024-03-23,Kolkata,Pune,14:15,15:06,51,886,99232,3,High Delay
988,10004,Jaipur Superfast,2024-03-23,Hyderabad,Bangalore,02:30,03:12,42,1121,115463,3,Medium Delay
989,10005,Rajdhani Express,2024-03-23,Kolkata,Pune,00:45,01:43,58,1006,117702,3,High Delay
990,10006,Duronto Express,2024-03-23,Delhi,Pune,17:45,19:12,87,421,25681,3,High Delay
991,10007,Yuva Express,2024-03-23,Hyderabad,Bangalore,22:00,23:24,84,966,113988,3,High Delay
992,10008,Garib Rath,2024-03-23,Kolkata,Delhi,18:30,19:18,48,664,77688,3,High Delay
993,10009,Intercity Express,2024-03-23,Mumbai,Hyderabad,22:00,22:41,41,452,41132,3,Medium Delay
994,10010,Express Special,2024-03-23,Delhi,Bangalore,06:15,06:29,14,1366,120208,3,Low Delay
995,10011,Passenger Special,2024-03-23,Delhi,Mumbai,18:15,18:43,28,1374,129156,3,Medium Delay
996,10000,Shatabdi Express,2024-03-24,Kolkata,Delhi,14:15,15:31,76,748,58344,3,High Delay
997,10001,Lalbagh Express,2024-03-24,Delhi,Bangalore,19:30,19:33,3,1090,87200,3,Low Delay
998,10002,Chennai Express,2024-03-24,Delhi,Hyderabad,07:30,07:45,15,732,45384,3,Low Delay
999,10003,Hampi Express,2024-03-24,Bangalore,Pune,13:00,14:10,70,414,27324,3,High Delay
1000,10004,Jaipur Superfast,2024-03-24,Kolkata,Bangalore,08:15,08:38,23,512,49152,3,Medium Delay
1001,10005,Rajdhani Express,2024-03-24,Hyderabad,Chennai,09:30,10:49,79,1021,68407,3,High Delay
1002,10006,Duronto Express,2024-03-24,Bangalore,Chennai,17:45,19:13,88,864,102816,3,High Delay
1003,10007,Yuva Express,2024-03-24,Chennai,Bangalore,03:00,03:22,22,570,37050,3,Medium Delay
1004,10008,Garib Rath,2024-03-24,Mumbai,Delhi,17:15,17:27,12,954,69642,3,Low Delay
1005,10009,Intercity Express,2024-03-24,Hyderabad,Bangalore,18:45,19:11,26,1071,113526,3,Medium Delay
1006,10010,Express Special,2024-03-24,Bangalore,Pune,00:45,01:30,45,648,60264,3,Medium Delay
1007,10011,Passenger Special,2024-03-24,Delhi,Bangalore,07:15,08:34,79,1191,127437,3,High Delay
1008,10000,Shatabdi Express,2024-03-25,Kolkata,Pune,12:00,12:24,24,547,61811,3,Medium Delay
1009,10001,Lalbagh Express,2024-03-25,Chennai,Mumbai,01:15,01:59,44,769,81514,3,Medium Delay
1010,10002,Chennai Express,2024-03-25,Hyderabad,Pune,17:30,18:24,54,1114,86892,3,High Delay
1011,10003,Hampi Express,2024-03-25,Delhi,Hyderabad,13:15,13:59,44,827,68641,3,Medium Delay
1012,10004,Jaipur Superfast,2024-03-25,Bangalore,Chennai,18:30,19:55,85,1062,122130,3,High Delay
1013,10005,Rajdhani Express,2024-03-25,Kolkata,Mumbai,17:45,18:39,54,1131,98397,3,High Delay
1014,10006,Duronto Express,2024-03-25,Hyderabad,Mumbai,00:30,00:57,27,1290,143190,3,Medium Delay
1015,10007,Yuva Express,2024-03-25,Mumbai,Chennai,04:15,04:54,39,991,96127,3,Medium Delay
1016,10008,Garib Rath,2024-03-25,Mumbai,Pune,21:15,21:30,15,939,100473,3,Low Delay
1017,10009,Intercity Express,2024-03-25,Delhi,Pune,12:15,13:26,71,635,72390,3,High Delay
1018,10010,Express Special,2024-03-25,Kolkata,Pune,07:00,07:24,24,888,53280,3,Medium Delay
1019,10011,Passenger Special,2024-03-25,Kolkata,Mumbai,22:30,22:52,22,751,66839,3,Medium Delay
1020,10000,Shatabdi Express,2024-03-26,Mumbai,Delhi,17:30,18:48,78,624,49920,3,High Delay
1021,10001,Lalbagh Express,2024-03-26,Bangalore,Delhi,12:45,14:06,81,487,53570,3,High Delay
1022,10002,Chennai Express,2024-03-26,Delhi,Bangalore,06:15,07:02,47,739,63554,3,High Delay
1023,10003,Hampi Express,2024-03-26,Kolkata,Mumbai,08:00,08:56,56,1198,95840,3,High Delay
1024,10004,Jaipur Superfast,2024-03-26,Chennai,Hyderabad,12:00,13:26,86,1059,101664,3,High Delay
1025,10005,Rajdhani Express,2024-03-26,Kolkata,Pune,16:45,17:25,40,1361,114324,3,Medium Delay
1026,10006,Duronto Express,2024-03-26,Chennai,Mumbai,08:15,09:29,74,648,62856,3,High Delay
1027,10007,Yuva Express,2024-03-26,Kolkata,Pune,10:15,11:20,65,567,35154,3,High Delay
1028,10008,Garib Rath,2024-03-26,Mumbai,Delhi,00:45,01:03,18,545,58860,3,Medium Delay
1029,10009,Intercity Express,2024-03-26,Hyderabad,Pune,23:00,23:34,34,1101,66060,3,Medium Delay
1030,10010,Express Special,2024-03-26,Hyderabad,Chennai,12:00,13:28,88,1311,121923,3,High Delay
1031,10011,Passenger Special,2024-03-26,Mumbai,Delhi,22:30,22:54,24,927,104751,3,Medium Delay
1032,10000,Shatabdi Express,2024-03-27,Delhi,Chennai,00:15,00:33,18,880,81840,3,Medium Delay
1033,10001,Lalbagh Express,2024-03-27,Hyderabad,Bangalore,01:00,01:44,44,1045,83600,3,Medium Delay
1034,10002,Chennai Express,2024-03-27,Chennai,Bangalore,15:30,16:08,38,686,69286,3,Medium Delay
1035,10003,Hampi Express,2024-03-27,Chennai,Bangalore,19:15,20:14,59,999,110889,3,High Delay
1036,10004,Jaipur Superfast,2024-03-27,Mumbai,Chennai,14:45,15:47,62,567,38556,3,High Delay
1037,10005,Rajdhani Express,2024-03-27,Mumbai,Chennai,03:00,03:15,15,542,50948,3,Low Delay
1038,10006,Duronto Express,2024-03-27,Bangalore,Pune,04:30,04:34,4,1187,87838,3,Low Delay
1039,10007,Yuva Express,2024-03-27,Chennai,Mumbai,12:45,13:26,41,1020,70380,3,Medium Delay
1040,10008,Garib Rath,2024-03-27,Mumbai,Chennai,07:30,08:32,62,765,52020,3,High Delay
1041,10009,Intercity Express,2024-03-27,Kolkata,Pune,10:30,11:11,41,1308,124260,3,Medium Delay
1042,10010,Express Special,2024-03-27,Mumbai,Pune,04:15,05:27,72,707,46662,3,High Delay
1043,10011,Passenger Special,2024-03-27,Chennai,Pune,22:30,23:09,39,1231,120638,3,Medium Delay
1044,10000,Shatabdi Express,2024-03-28,Mumbai,Hyderabad,13:15,14:05,50,596,67944,3,High Delay
1045,10001,Lalbagh Express,2024-03-28,Bangalore,Mumbai,19:45,20:39,54,608,63232,3,High Delay
1046,10002,Chennai Express,2024-03-28,Chennai,Bangalore,12:15,13:24,69,1106,129402,3,High Delay
1047,10003,Hampi Express,2024-03-28,Delhi,Bangalore,10:15,11:38,83,591,37824,3,High Delay
1048,10004,Jaipur Superfast,2024-03-28,Delhi,Mumbai,18:15,19:16,61,543,45069,3,High Delay
1049,10005,Rajdhani Express,2024-03-28,Bangalore,Pune,14:00,14:54,54,946,107844,3,High Delay
1050,10006,Duronto Express,2024-03-28,Kolkata,Chennai,18:15,18:21,6,941,73398,3,Low Delay
1051,10007,Yuva Express,2024-03-28,Bangalore,Chennai,15:30,16:20,50,983,75691,3,High Delay
1052,10008,Garib Rath,2024-03-28,Hyderabad,Delhi,18:15,18:31,16,1102,114608,3,Medium Delay
1053,10009,Intercity Express,2024-03-28,Mumbai,Delhi,09:15,09:50,35,1320,85800,3,Medium Delay
1054,10010,Express Special,2024-03-28,Chennai,Hyderabad,22:00,22:45,45,551,38570,3,Medium Delay
1055,10011,Passenger Special,2024-03-28,Chennai,Delhi,01:45,01:47,2,474,45978,3,Low Delay
1056,10000,Shatabdi Express,2024-03-29,Mumbai,Delhi,15:00,15:53,53,583,57134,3,High Delay
1057,10001,Lalbagh Express,2024-03-29,Kolkata,Mumbai,07:30,07:49,19,511,46501,3,Medium Delay
1058,10002,Chennai Express,2024-03-29,Kolkata,Mumbai,06:00,06:00,0,1068,71556,3,On Time
1059,10003,Hampi Express,2024-03-29,Kolkata,Delhi,02:30,02:32,2,1157,120328,3,Low Delay
1060,10004,Jaipur Superfast,2024-03-29,Delhi,Chennai,15:15,16:25,70,571,46822,3,High Delay
1061,10005,Rajdhani Express,2024-03-29,Bangalore,Delhi,10:15,10:47,32,1089,103455,3,Medium Delay
1062,10006,Duronto Express,2024-03-29,Mumbai,Chennai,16:30,17:17,47,788,84316,3,High Delay
1063,10007,Yuva Express,2024-03-29,Delhi,Pune,14:15,14:28,13,846,90522,3,Low Delay
1064,10008,Garib Rath,2024-03-29,Mumbai,Hyderabad,16:45,17:08,23,1027,84214,3,Medium Delay
1065,10009,Intercity Express,2024-03-29,Chennai,Mumbai,21:15,22:33,78,478,31070,3,High Delay
1066,10010,Express Special,2024-03-29,Delhi,Bangalore,03:30,03:37,7,990,61380,3,Low Delay
1067,10011,Passenger Special,2024-03-29,Kolkata,Pune,08:15,09:42,87,887,80717,3,High Delay
1068,10000,Shatabdi Express,2024-03-30,Mumbai,Pune,16:00,16:00,0,945,69930,3,On Time
1069,10001,Lalbagh Express,2024-03-30,Hyderabad,Chennai,01:15,02:25,70,876,99864,3,High Delay
1070,10002,Chennai Express,2024-03-30,Mumbai,Chennai,05:15,05:22,7,746,84298,3,Low Delay
1071,10003,Hampi Express,2024-03-30,Chennai,Bangalore,04:15,05:43,88,967,86063,3,High Delay
1072,10004,Jaipur Superfast,2024-03-30,Mumbai,Pune,20:00,20:21,21,690,66240,3,Medium Delay
1073,10005,Rajdhani Express,2024-03-30,Chennai,Mumbai,16:30,16:46,16,1247,145899,3,Medium Delay
1074,10006,Duronto Express,2024-03-30,Chennai,Pune,20:30,20:35,5,992,97216,3,Low Delay
1075,10007,Yuva Express,2024-03-30,Bangalore,Hyderabad,04:45,05:48,63,927,101970,3,High Delay
1076,10008,Garib Rath,2024-03-30,Bangalore,Hyderabad,07:00,08:08,68,825,95700,3,High Delay
1077,10009,Intercity Express,2024-03-30,Chennai,Bangalore,10:45,12:10,85,1231,99711,3,High Delay
1078,10010,Express Special,2024-03-30,Kolkata,Bangalore,22:00,22:37,37,650,68250,3,Medium Delay
1079,10011,Passenger Special,2024-03-30,Bangalore,Mumbai,06:00,06:00,0,615,38745,3,On Time
1080,10000,Shatabdi Express,2024-03-31,Hyderabad,Pune,17:30,18:12,42,458,41678,3,Medium Delay
1081,10001,Lalbagh Express,2024-03-31,Bangalore,Pune,09:00,09:54,54,627,74613,3,High Delay
1082,10002,Chennai Express,2024-03-31,Kolkata,Hyderabad,15:15,16:41,86,1281,129381,3,High Delay
1083,10003,Hampi Express,2024-03-31,Bangalore,Hyderabad,23:15,00:08,53,1372,148176,3,High Delay
1084,10004,Jaipur Superfast,2024-03-31,Mumbai,Delhi,06:00,06:41,41,1376,101824,3,Medium Delay
1085,10005,Rajdhani Express,2024-03-31,Chennai,Delhi,01:15,02:22,67,1234,81444,3,High Delay
1086,10006,Duronto Express,2024-03-31,Chennai,Mumbai,06:45,07:54,69,869,101673,3,High Delay
1087,10007,Yuva Express,2024-03-31,Bangalore,Pune,13:00,13:51,51,1281,130662,3,High Delay
1088,10008,Garib Rath,2024-03-31,Mumbai,Hyderabad,13:00,13:46,46,1243,125543,3,High Delay
1089,10009,Intercity Express,2024-03-31,Delhi,Mumbai,05:45,06:04,19,1383,118938,3,Medium Delay
1090,10010,Express Special,2024-03-31,Kolkata,Chennai,21:00,21:23,23,783,82998,3,Medium Delay
1091,10011,Passenger Special,2024-03-31,Delhi,Chennai,22:45,23:46,61,685,60280,3,High Delay
1092,10000,Shatabdi Express,2024-04-01,Kolkata,Mumbai,19:15,19:43,28,898,89800,4,Medium Delay
1093,10001,Lalbagh Express,2024-04-01,Chennai,Mumbai,00:30,00:59,29,511,39347,4,Medium Delay
1094,10002,Chennai Express,2024-04-01,Chennai,Bangalore,05:15,06:41,86,1384,102416,4,High Delay
1095,10003,Hampi Express,2024-04-01,Kolkata,Hyderabad,02:45,03:03,18,968,99704,4,Medium Delay
1096,10004,Jaipur Superfast,2024-04-01,Chennai,Delhi,17:00,17:00,0,1219,97520,4,On Time
1097,10005,Rajdhani Express,2024-04-01,Mumbai,Hyderabad,00:30,00:30,0,618,49440,4,On Time
1098,10006,Duronto Express,2024-04-01,Mumbai,Pune,21:45,22:10,25,1247,108489,4,Medium Delay
1099,10007,Yuva Express,2024-04-01,Bangalore,Pune,09:45,10:27,42,672,77952,4,Medium Delay
1100,10008,Garib Rath,2024-04-01,Delhi,Pune,20:30,21:48,78,561,58905,4,High Delay
1101,10009,Intercity Express,2024-04-01,Mumbai,Pune,13:15,13:30,15,726,66066,4,Low Delay
1102,10010,Express Special,2024-04-01,Delhi,Bangalore,09:15,10:35,80,884,62764,4,High Delay
1103,10011,Passenger Special,2024-04-01,Kolkata,Hyderabad,08:45,08:45,0,837,88722,4,On Time
1104,10000,Shatabdi Express,2024-04-02,Mumbai,Bangalore,05:30,05:47,17,1301,135304,4,Medium Delay
1105,10001,Lalbagh Express,2024-04-02,Bangalore,Mumbai,12:30,13:48,78,443,38098,4,High Delay
1106,10002,Chennai Express,2024-04-02,Chennai,Bangalore,14:45,15:39,54,1103,94858,4,High Delay
1107,10003,Hampi Express,2024-04-02,Bangalore,Hyderabad,01:30,02:49,79,998,96806,4,High Delay
1108,10004,Jaipur Superfast,2024-04-02,Kolkata,Pune,02:30,03:36,66,1254,110352,4,High Delay
1109,10005,Rajdhani Express,2024-04-02,Chennai,Bangalore,08:00,08:22,22,982,60884,4,Medium Delay
1110,10006,Duronto Express,2024-04-02,Chennai,Mumbai,10:30,10:30,0,972,70956,4,On Time
1111,10007,Yuva Express,2024-04-02,Hyderabad,Bangalore,06:15,06:44,29,1139,91120,4,Medium Delay
1112,10008,Garib Rath,2024-04-02,Kolkata,Delhi,16:00,17:13,73,1026,108756,4,High Delay
1113,10009,Intercity Express,2024-04-02,Chennai,Delhi,11:45,13:04,79,952,86632,4,High Delay
1114,10010,Express Special,2024-04-02,Kolkata,Mumbai,16:45,17:43,58,897,104949,4,High Delay
1115,10011,Passenger Special,2024-04-02,Chennai,Pune,17:30,17:42,12,670,56280,4,Low Delay
1116,10000,Shatabdi Express,2024-04-03,Hyderabad,Bangalore,00:30,01:43,73,936,89856,4,High Delay
1117,10001,Lalbagh Express,2024-04-03,Delhi,Hyderabad,05:00,05:44,44,743,73557,4,Medium Delay
1118,10002,Chennai Express,2024-04-03,Kolkata,Chennai,16:45,17:41,56,529,48139,4,High Delay
1119,10003,Hampi Express,2024-04-03,Bangalore,Pune,23:00,00:07,67,736,55936,4,High Delay
1120,10004,Jaipur Superfast,2024-04-03,Mumbai,Bangalore,15:15,15:54,39,1353,94710,4,Medium Delay
1121,10005,Rajdhani Express,2024-04-03,Mumbai,Hyderabad,17:30,17:58,28,551,38019,4,Medium Delay
1122,10006,Duronto Express,2024-04-03,Mumbai,Chennai,17:15,18:38,83,500,52000,4,High Delay
1123,10007,Yuva Express,2024-04-03,Chennai,Bangalore,08:15,09:03,48,556,50040,4,High Delay
1124,10008,Garib Rath,2024-04-03,Hyderabad,Bangalore,19:45,20:31,46,506,52118,4,High Delay
1125,10009,Intercity Express,2024-04-03,Bangalore,Hyderabad,14:30,14:44,14,1387,133152,4,Low Delay
1126,10010,Express Special,2024-04-03,Delhi,Bangalore,19:15,20:43,88,553,47005,4,High Delay
1127,10011,Passenger Special,2024-04-03,Kolkata,Delhi,16:15,17:07,52,530,32330,4,High Delay
1128,10000,Shatabdi Express,2024-04-04,Bangalore,Mumbai,18:00,18:32,32,987,106596,4,Medium Delay
1129,10001,Lalbagh Express,2024-04-04,Delhi,Mumbai,16:30,16:55,25,754,50518,4,Medium Delay
1130,10002,Chennai Express,2024-04-04,Hyderabad,Delhi,20:15,20:21,6,445,46725,4,Low Delay
1131,10003,Hampi Express,2024-04-04,Hyderabad,Pune,21:15,21:15,0,960,80640,4,On Time
1132,10004,Jaipur Superfast,2024-04-04,Chennai,Mumbai,07:00,07:05,5,1311,103569,4,Low Delay
1133,10005,Rajdhani Express,2024-04-04,Bangalore,Delhi,13:30,14:02,32,937,108692,4,Medium Delay
1134,10006,Duronto Express,2024-04-04,Mumbai,Pune,02:45,03:52,67,1164,98940,4,High Delay
1135,10007,Yuva Express,2024-04-04,Delhi,Bangalore,13:45,14:14,29,960,68160,4,Medium Delay
1136,10008,Garib Rath,2024-04-04,Chennai,Pune,00:00,01:17,77,1127,104811,4,High Delay
1137,10009,Intercity Express,2024-04-04,Hyderabad,Bangalore,20:45,21:32,47,1395,138105,4,High Delay
1138,10010,Express Special,2024-04-04,Chennai,Mumbai,08:30,09:48,78,604,49528,4,High Delay
1139,10011,Passenger Special,2024-04-04,Bangalore,Pune,01:45,02:04,19,1098,115290,4,Medium Delay
1140,10000,Shatabdi Express,2024-04-05,Delhi,Pune,07:15,08:32,77,1183,92274,4,High Delay
1141,10001,Lalbagh Express,2024-04-05,Chennai,Pune,13:15,14:31,76,591,56145,4,High Delay
1142,10002,Chennai Express,2024-04-05,Kolkata,Bangalore,11:45,12:35,50,1399,92334,4,High Delay
1143,10003,Hampi Express,2024-04-05,Delhi,Pune,20:30,21:17,47,1046,123428,4,High Delay
1144,10004,Jaipur Superfast,2024-04-05,Mumbai,Delhi,14:45,14:47,2,777,49728,4,Low Delay
1145,10005,Rajdhani Express,2024-04-05,Mumbai,Hyderabad,08:30,08:32,2,492,31980,4,Low Delay
1146,10006,Duronto Express,2024-04-05,Bangalore,Mumbai,20:45,21:05,20,1288,90160,4,Medium Delay
1147,10007,Yuva Express,2024-04-05,Kolkata,Bangalore,23:00,23:34,34,1030,75190,4,Medium Delay
1148,10008,Garib Rath,2024-04-05,Kolkata,Bangalore,11:15,11:48,33,568,39192,4,Medium Delay
1149,10009,Intercity Express,2024-04-05,Chennai,Bangalore,16:30,17:31,61,1134,124740,4,High Delay
1150,10010,Express Special,2024-04-05,Bangalore,Pune,06:45,07:26,41,796,74028,4,Medium Delay
1151,10011,Passenger Special,2024-04-05,Chennai,Hyderabad,21:00,21:03,3,1249,79936,4,Low Delay
1152,10000,Shatabdi Express,2024-04-06,Delhi,Bangalore,11:00,12:13,73,1265,82225,4,High Delay
1153,10001,Lalbagh Express,2024-04-06,Mumbai,Delhi,10:30,11:26,56,1294,91874,4,High Delay
1154,10002,Chennai Express,2024-04-06,Bangalore,Mumbai,07:15,07:25,10,1035,115920,4,Low Delay
1155,10003,Hampi Express,2024-04-06,Hyderabad,Bangalore,20:45,20:52,7,1203,105864,4,Low Delay
1156,10004,Jaipur Superfast,2024-04-06,Chennai,Pune,13:45,14:38,53,1153,92240,4,High Delay
1157,10005,Rajdhani Express,2024-04-06,Kolkata,Pune,11:15,11:53,38,419,34777,4,Medium Delay
1158,10006,Duronto Express,2024-04-06,Bangalore,Chennai,05:15,06:15,60,955,77355,4,High Delay
1159,10007,Yuva Express,2024-04-06,Hyderabad,Bangalore,22:15,22:20,5,1056,116160,4,Low Delay
1160,10008,Garib Rath,2024-04-06,Chennai,Delhi,09:45,10:56,71,1316,151340,4,High Delay
1161,10009,Intercity Express,2024-04-06,Kolkata,Pune,06:45,07:17,32,842,64834,4,Medium Delay
