Train_ID,Train_Name,Date,Source,Destination,Scheduled_Arrival,Actual_Arrival,Delay_Minutes,Passenger_Count,Revenue
10011,Passenger Special,2024-02-26,Mumbai,Chennai,04:30,05:49,79,789,78111
10000,Shatabdi Express,2024-02-27,Mumbai,Delhi,18:45,20:04,79,1290,131580
10001,Lalbagh Express,2024-02-27,Chennai,Bangalore,19:30,20:37,67,827,67814
10002,Chennai Express,2024-02-27,Chennai,Delhi,04:45,04:51,6,605,69575
10003,Hampi Express,2024-02-27,Delhi,Bangalore,15:30,16:52,82,578,44506
10004,Jaipur Superfast,2024-02-27,Hyderabad,Delhi,00:00,00:11,11,525,58800
10005,Rajdhani Express,2024-02-27,Delhi,Hyderabad,11:00,11:05,5,496,31744
10006,Duronto Express,2024-02-27,Bangalore,Pune,13:00,13:58,58,432,47088
10007,Yuva Express,2024-02-27,Bangalore,Delhi,21:00,22:05,65,1389,147234
10008,Garib Rath,2024-02-27,Hyderabad,Chennai,12:45,13:38,53,790,58460
10009,Intercity Express,2024-02-27,Kolkata,Mumbai,21:00,21:19,19,428,35524
10010,Express Special,2024-02-27,Chennai,Mumbai,08:00,08:07,7,617,54296
10011,Passenger Special,2024-02-27,Chennai,Bangalore,01:15,02:12,57,724,62988
10000,Shatabdi Express,2024-02-28,Kolkata,Chennai,04:15,05:44,89,867,86700
10001,Lalbagh Express,2024-02-28,Bangalore,Delhi,16:45,17:55,70,786,54234
10002,Chennai Express,2024-02-28,Chennai,Bangalore,02:45,02:46,1,1035,85905
10003,Hampi Express,2024-02-28,Chennai,Mumbai,10:30,11:08,38,618,54384
10004,Jaipur Superfast,2024-02-28,Kolkata,Delhi,08:15,08:34,19,507,39546
10005,Rajdhani Express,2024-02-28,Hyderabad,Mumbai,14:15,14:44,29,708,65844
10006,Duronto Express,2024-02-28,Kolkata,Mumbai,05:30,05:56,26,1177,80036
10007,Yuva Express,2024-02-28,Bangalore,Chennai,03:30,03:31,1,812,51156
10008,Garib Rath,2024-02-28,Bangalore,Delhi,09:00,10:18,78,714,57834
10009,Intercity Express,2024-02-28,Delhi,Hyderabad,23:15,23:44,29,424,44096
10010,Express Special,2024-02-28,Hyderabad,Chennai,16:00,17:07,67,406,43848
10011,Passenger Special,2024-02-28,Bangalore,Pune,18:00,18:09,9,819,55692
10000,Shatabdi Express,2024-02-29,Mumbai,Bangalore,05:45,06:22,37,1056,72864
10001,Lalbagh Express,2024-02-29,Chennai,Delhi,21:15,21:49,34,1155,136290
10002,Chennai Express,2024-02-29,Mumbai,Chennai,14:30,14:33,3,1004,118472
10003,Hampi Express,2024-02-29,Bangalore,Delhi,18:45,19:01,16,442,51272
10004,Jaipur Superfast,2024-02-29,Bangalore,Mumbai,17:45,18:24,39,438,47304
10005,Rajdhani Express,2024-02-29,Mumbai,Pune,14:45,15:47,62,1136,131776
10006,Duronto Express,2024-02-29,Kolkata,Pune,10:45,11:18,33,695,48650
10007,Yuva Express,2024-02-29,Mumbai,Bangalore,02:15,03:12,57,560,39200
10008,Garib Rath,2024-02-29,Chennai,Mumbai,17:15,17:33,18,563,66434
10009,Intercity Express,2024-02-29,Mumbai,Delhi,09:15,10:19,64,1287,110682
10010,Express Special,2024-02-29,Kolkata,Mumbai,13:15,14:35,80,472,30680
10011,Passenger Special,2024-02-29,Delhi,Chennai,06:00,06:59,59,1195,109940
10000,Shatabdi Express,2024-03-01,Kolkata,Pune,08:15,09:10,55,586,46880
10001,Lalbagh Express,2024-03-01,Chennai,Hyderabad,10:30,11:29,59,1141,133497
10002,Chennai Express,2024-03-01,Hyderabad,Bangalore,10:00,11:18,78,491,37807
10003,Hampi Express,2024-03-01,Chennai,Delhi,12:45,14:10,85,655,43230
10004,Jaipur Superfast,2024-03-01,Mumbai,Delhi,21:45,22:52,67,1387,102638
10005,Rajdhani Express,2024-03-01,Bangalore,Delhi,13:15,13:15,0,1013,98261
10006,Duronto Express,2024-03-01,Mumbai,Hyderabad,04:00,05:13,73,1259,100720
10007,Yuva Express,2024-03-01,Chennai,Delhi,12:30,13:53,83,994,93436
10008,Garib Rath,2024-03-01,Hyderabad,Pune,00:45,00:56,11,843,72498
10009,Intercity Express,2024-03-01,Chennai,Bangalore,20:00,21:02,62,1289,143079
10010,Express Special,2024-03-01,Bangalore,Hyderabad,22:15,22:46,31,966,87906
10011,Passenger Special,2024-03-01,Mumbai,Pune,13:15,14:03,48,761,89037
10000,Shatabdi Express,2024-03-02,Bangalore,Chennai,20:00,20:08,8,405,44550
10001,Lalbagh Express,2024-03-02,Mumbai,Delhi,06:15,06:55,40,1029,65856
10002,Chennai Express,2024-03-02,Chennai,Bangalore,11:30,12:49,79,1362,121218
10003,Hampi Express,2024-03-02,Bangalore,Chennai,14:00,15:26,86,1052,95732
10004,Jaipur Superfast,2024-03-02,Kolkata,Delhi,14:45,15:07,22,444,33744
10005,Rajdhani Express,2024-03-02,Mumbai,Bangalore,04:15,04:32,17,1005,81405
10006,Duronto Express,2024-03-02,Kolkata,Chennai,16:15,16:46,31,1337,147070
10007,Yuva Express,2024-03-02,Kolkata,Bangalore,09:30,10:05,35,1073,72964
10008,Garib Rath,2024-03-02,Chennai,Pune,10:15,10:53,38,646,68476
10009,Intercity Express,2024-03-02,Kolkata,Mumbai,21:30,21:57,27,1063,71221
10010,Express Special,2024-03-02,Delhi,Hyderabad,08:30,09:02,32,1357,124844
10011,Passenger Special,2024-03-02,Delhi,Mumbai,09:45,10:31,46,848,74624
10000,Shatabdi Express,2024-03-03,Chennai,Mumbai,18:00,18:00,0,1329,116952
10001,Lalbagh Express,2024-03-03,Mumbai,Chennai,20:45,21:45,60,1324,129752
10002,Chennai Express,2024-03-03,Chennai,Bangalore,06:00,07:08,68,1193,128844
10003,Hampi Express,2024-03-03,Delhi,Bangalore,16:30,17:22,52,592,63936
10004,Jaipur Superfast,2024-03-03,Kolkata,Chennai,10:00,10:02,2,606,53328
10005,Rajdhani Express,2024-03-03,Mumbai,Delhi,15:00,15:53,53,1067,72556
10006,Duronto Express,2024-03-03,Bangalore,Hyderabad,21:45,22:25,40,898,92494
10007,Yuva Express,2024-03-03,Delhi,Chennai,06:15,06:43,28,738,57564
10008,Garib Rath,2024-03-03,Chennai,Bangalore,12:30,12:32,2,538,60256
10009,Intercity Express,2024-03-03,Kolkata,Hyderabad,07:15,08:05,50,783,83781
10010,Express Special,2024-03-03,Chennai,Pune,14:00,14:35,35,734,63858
10011,Passenger Special,2024-03-03,Hyderabad,Chennai,16:00,17:21,81,1233,88776
10000,Shatabdi Express,2024-03-04,Mumbai,Pune,09:00,10:06,66,1250,77500
10001,Lalbagh Express,2024-03-04,Kolkata,Hyderabad,07:30,08:24,54,973,61299
10002,Chennai Express,2024-03-04,Delhi,Pune,19:30,19:59,29,634,38674
10003,Hampi Express,2024-03-04,Kolkata,Chennai,08:45,09:15,30,523,48639
10004,Jaipur Superfast,2024-03-04,Mumbai,Chennai,03:45,04:57,72,649,75933
10005,Rajdhani Express,2024-03-04,Mumbai,Hyderabad,06:45,07:42,57,899,68324
10006,Duronto Express,2024-03-04,Delhi,Hyderabad,18:45,19:28,43,940,110920
10007,Yuva Express,2024-03-04,Hyderabad,Chennai,05:00,05:57,57,800,60000
10008,Garib Rath,2024-03-04,Delhi,Hyderabad,03:15,04:40,85,973,98273
10009,Intercity Express,2024-03-04,Hyderabad,Bangalore,12:30,13:23,53,927,62109
10010,Express Special,2024-03-04,Delhi,Chennai,07:00,07:58,58,785,69865
10011,Passenger Special,2024-03-04,Kolkata,Delhi,09:45,09:55,10,606,45450
10000,Shatabdi Express,2024-03-05,Bangalore,Mumbai,01:15,01:26,11,770,65450
10001,Lalbagh Express,2024-03-05,Chennai,Bangalore,05:00,06:06,66,1077,66774
10002,Chennai Express,2024-03-05,Kolkata,Pune,00:15,00:59,44,1391,121017
10003,Hampi Express,2024-03-05,Mumbai,Bangalore,13:00,13:26,26,1267,83622
10004,Jaipur Superfast,2024-03-05,Kolkata,Bangalore,06:00,07:18,78,606,38178
10005,Rajdhani Express,2024-03-05,Kolkata,Delhi,04:45,06:00,75,560,48720
10006,Duronto Express,2024-03-05,Bangalore,Hyderabad,21:15,21:35,20,1007,94658
10007,Yuva Express,2024-03-05,Mumbai,Pune,23:15,00:04,49,1087,70655
10008,Garib Rath,2024-03-05,Bangalore,Delhi,23:45,00:13,28,854,84546
10009,Intercity Express,2024-03-05,Mumbai,Bangalore,01:45,02:59,74,1392,157296
10010,Express Special,2024-03-05,Mumbai,Delhi,19:45,20:27,42,1356,122040
10011,Passenger Special,2024-03-05,Delhi,Hyderabad,09:30,10:04,34,750,55500
10000,Shatabdi Express,2024-03-06,Mumbai,Hyderabad,16:30,17:44,74,1098,87840
10001,Lalbagh Express,2024-03-06,Delhi,Mumbai,15:00,15:34,34,997,96709
10002,Chennai Express,2024-03-06,Kolkata,Bangalore,16:45,17:16,31,1094,80956
10003,Hampi Express,2024-03-06,Delhi,Bangalore,02:30,03:49,79,1108,88640
10004,Jaipur Superfast,2024-03-06,Mumbai,Bangalore,18:00,19:07,67,972,85536
10005,Rajdhani Express,2024-03-06,Delhi,Mumbai,01:15,02:15,60,1338,112392
10006,Duronto Express,2024-03-06,Hyderabad,Mumbai,22:45,22:55,10,1021,94953
10007,Yuva Express,2024-03-06,Hyderabad,Pune,04:30,04:50,20,1179,128511
10008,Garib Rath,2024-03-06,Hyderabad,Chennai,09:45,10:22,37,1320,96360
10009,Intercity Express,2024-03-06,Delhi,Mumbai,17:30,18:24,54,1093,84161
10010,Express Special,2024-03-06,Delhi,Hyderabad,11:00,12:26,86,824,97232
10011,Passenger Special,2024-03-06,Bangalore,Chennai,21:15,21:36,21,1250,75000
10000,Shatabdi Express,2024-03-07,Hyderabad,Chennai,14:45,16:00,75,805,65205
10001,Lalbagh Express,2024-03-07,Chennai,Bangalore,13:15,14:04,49,803,87527
10002,Chennai Express,2024-03-07,Bangalore,Delhi,10:30,10:41,11,695,78535
10003,Hampi Express,2024-03-07,Hyderabad,Mumbai,23:15,23:27,12,1372,83692
10004,Jaipur Superfast,2024-03-07,Mumbai,Chennai,05:15,05:50,35,837,71145
10005,Rajdhani Express,2024-03-07,Delhi,Pune,07:30,07:51,21,1059,70953
10006,Duronto Express,2024-03-07,Mumbai,Bangalore,16:45,18:08,83,1027,117078
10007,Yuva Express,2024-03-07,Kolkata,Hyderabad,10:30,11:49,79,444,52392
10008,Garib Rath,2024-03-07,Delhi,Hyderabad,22:45,23:57,72,1330,146300
10009,Intercity Express,2024-03-07,Hyderabad,Pune,09:00,09:56,56,663,49062
10010,Express Special,2024-03-07,Mumbai,Pune,06:00,06:11,11,1344,102144
10011,Passenger Special,2024-03-07,Chennai,Hyderabad,18:15,18:25,10,497,54173
10000,Shatabdi Express,2024-03-08,Hyderabad,Bangalore,01:30,01:49,19,449,43553
10001,Lalbagh Express,2024-03-08,Chennai,Pune,14:00,15:23,83,1298,124608
10002,Chennai Express,2024-03-08,Kolkata,Chennai,07:45,08:24,39,635,73025
10003,Hampi Express,2024-03-08,Delhi,Hyderabad,23:45,23:54,9,438,38106
10004,Jaipur Superfast,2024-03-08,Bangalore,Pune,12:45,13:20,35,500,42500
10005,Rajdhani Express,2024-03-08,Kolkata,Delhi,17:45,18:22,37,782,64906
10006,Duronto Express,2024-03-08,Kolkata,Bangalore,22:30,23:15,45,495,31680
10007,Yuva Express,2024-03-08,Kolkata,Bangalore,07:45,08:08,23,754,77662
10008,Garib Rath,2024-03-08,Hyderabad,Chennai,00:30,01:26,56,838,84638
10009,Intercity Express,2024-03-08,Mumbai,Bangalore,08:15,08:27,12,488,52216
10010,Express Special,2024-03-08,Chennai,Delhi,11:45,12:01,16,798,80598
10011,Passenger Special,2024-03-08,Mumbai,Chennai,08:45,09:04,19,617,53062
10000,Shatabdi Express,2024-03-09,Mumbai,Bangalore,12:45,13:57,72,846,60066
10001,Lalbagh Express,2024-03-09,Hyderabad,Mumbai,06:00,06:47,47,417,31275
10002,Chennai Express,2024-03-09,Hyderabad,Mumbai,07:00,08:20,80,628,40820
10003,Hampi Express,2024-03-09,Delhi,Hyderabad,13:30,14:23,53,531,63189
10004,Jaipur Superfast,2024-03-09,Bangalore,Hyderabad,05:30,06:07,37,519,45153
10005,Rajdhani Express,2024-03-09,Mumbai,Delhi,02:00,03:19,79,805,73255
10006,Duronto Express,2024-03-09,Mumbai,Chennai,05:15,05:46,31,1010,69690
10007,Yuva Express,2024-03-09,Delhi,Mumbai,11:00,11:58,58,1198,105424
10008,Garib Rath,2024-03-09,Mumbai,Pune,08:30,09:54,84,1161,91719
10009,Intercity Express,2024-03-09,Kolkata,Delhi,12:00,12:41,41,1025,110700
10010,Express Special,2024-03-09,Hyderabad,Delhi,12:00,12:53,53,1331,122452
10011,Passenger Special,2024-03-09,Bangalore,Hyderabad,16:45,17:42,57,727,79243
10000,Shatabdi Express,2024-03-10,Delhi,Hyderabad,22:15,23:26,71,1175,138650
10001,Lalbagh Express,2024-03-10,Chennai,Delhi,12:30,12:57,27,872,65400
10002,Chennai Express,2024-03-10,Chennai,Mumbai,16:15,16:27,12,1007,109763
10003,Hampi Express,2024-03-10,Mumbai,Bangalore,12:30,13:54,84,1005,80400
10004,Jaipur Superfast,2024-03-10,Bangalore,Delhi,19:30,20:42,72,579,39951
10005,Rajdhani Express,2024-03-10,Hyderabad,Pune,22:45,23:36,51,1325,121900
10006,Duronto Express,2024-03-10,Bangalore,Pune,08:15,08:15,0,443,41642
10007,Yuva Express,2024-03-10,Delhi,Bangalore,15:00,15:31,31,1182,83922
10008,Garib Rath,2024-03-10,Bangalore,Hyderabad,13:00,13:56,56,1303,87301
10009,Intercity Express,2024-03-10,Delhi,Pune,00:30,01:11,41,1101,121110
10010,Express Special,2024-03-10,Delhi,Mumbai,16:00,16:31,31,905,79640
10011,Passenger Special,2024-03-10,Mumbai,Hyderabad,07:30,08:25,55,789,63909
10000,Shatabdi Express,2024-03-11,Chennai,Hyderabad,12:45,13:38,53,1111,111100
10001,Lalbagh Express,2024-03-11,Bangalore,Delhi,18:30,19:57,87,1216,97280
10002,Chennai Express,2024-03-11,Delhi,Bangalore,07:30,07:57,27,672,43680
10003,Hampi Express,2024-03-11,Delhi,Pune,01:15,01:51,36,770,85470
10004,Jaipur Superfast,2024-03-11,Hyderabad,Bangalore,16:30,17:05,35,457,32904
10005,Rajdhani Express,2024-03-11,Hyderabad,Bangalore,16:00,16:59,59,893,69654
10006,Duronto Express,2024-03-11,Chennai,Pune,02:15,03:10,55,1195,71700
10007,Yuva Express,2024-03-11,Chennai,Mumbai,15:45,16:47,62,859,57553
10008,Garib Rath,2024-03-11,Chennai,Pune,05:45,06:11,26,536,56816
10009,Intercity Express,2024-03-11,Hyderabad,Pune,01:30,01:53,23,909,102717
10010,Express Special,2024-03-11,Chennai,Bangalore,19:45,19:54,9,610,37820
10011,Passenger Special,2024-03-11,Mumbai,Delhi,15:00,15:14,14,562,39902
10000,Shatabdi Express,2024-03-12,Bangalore,Hyderabad,11:15,12:01,46,561,46002
10001,Lalbagh Express,2024-03-12,Chennai,Pune,11:30,11:33,3,486,52002
10002,Chennai Express,2024-03-12,Bangalore,Chennai,01:15,01:17,2,777,62160
10003,Hampi Express,2024-03-12,Bangalore,Pune,16:45,18:10,85,868,79856
10004,Jaipur Superfast,2024-03-12,Hyderabad,Pune,14:15,15:06,51,1374,144270
10005,Rajdhani Express,2024-03-12,Bangalore,Hyderabad,23:00,23:04,4,469,50652
10006,Duronto Express,2024-03-12,Delhi,Pune,14:30,15:37,67,490,37730
10007,Yuva Express,2024-03-12,Mumbai,Pune,02:15,02:37,22,591,36642
10008,Garib Rath,2024-03-12,Chennai,Mumbai,19:00,20:11,71,902,63140
10009,Intercity Express,2024-03-12,Mumbai,Hyderabad,12:00,12:54,54,948,109020
10010,Express Special,2024-03-12,Delhi,Hyderabad,05:00,06:08,68,984,116112
10011,Passenger Special,2024-03-12,Chennai,Bangalore,07:45,08:35,50,429,30030
10000,Shatabdi Express,2024-03-13,Hyderabad,Delhi,11:30,12:59,89,1116,131688
10001,Lalbagh Express,2024-03-13,Mumbai,Hyderabad,21:45,22:57,72,1014,91260
10002,Chennai Express,2024-03-13,Chennai,Hyderabad,23:30,00:03,33,646,58140
10003,Hampi Express,2024-03-13,Hyderabad,Chennai,11:00,11:54,54,677,67023
10004,Jaipur Superfast,2024-03-13,Mumbai,Chennai,00:00,01:02,62,889,100457
10005,Rajdhani Express,2024-03-13,Chennai,Hyderabad,14:00,14:21,21,1077,101238
10006,Duronto Express,2024-03-13,Mumbai,Chennai,16:15,17:44,89,1052,79952
10007,Yuva Express,2024-03-13,Kolkata,Chennai,15:15,15:59,44,1173,110262
10008,Garib Rath,2024-03-13,Kolkata,Hyderabad,14:45,15:45,60,1054,119102
10009,Intercity Express,2024-03-13,Mumbai,Delhi,12:00,12:30,30,644,74060
10010,Express Special,2024-03-13,Delhi,Pune,05:00,06:25,85,969,104652
10011,Passenger Special,2024-03-13,Bangalore,Mumbai,14:00,15:29,89,931,60515
10000,Shatabdi Express,2024-03-14,Kolkata,Mumbai,17:15,17:18,3,1184,137344
10001,Lalbagh Express,2024-03-14,Kolkata,Hyderabad,12:30,13:13,43,1286,95164
10002,Chennai Express,2024-03-14,Delhi,Mumbai,14:45,15:19,34,736,69184
10003,Hampi Express,2024-03-14,Delhi,Pune,03:30,04:01,31,521,55747
10004,Jaipur Superfast,2024-03-14,Hyderabad,Pune,16:30,17:19,49,464,43616
10005,Rajdhani Express,2024-03-14,Hyderabad,Pune,05:15,05:28,13,1332,142524
10006,Duronto Express,2024-03-14,Kolkata,Delhi,07:30,08:49,79,1131,84825
10007,Yuva Express,2024-03-14,Kolkata,Delhi,12:15,12:42,27,1263,131352
10008,Garib Rath,2024-03-14,Chennai,Delhi,21:45,22:08,23,1182,120564
10009,Intercity Express,2024-03-14,Bangalore,Hyderabad,01:45,02:55,70,903,93009
10010,Express Special,2024-03-14,Delhi,Bangalore,15:30,15:59,29,857,83129
10011,Passenger Special,2024-03-14,Chennai,Mumbai,04:00,04:38,38,971,90303
10000,Shatabdi Express,2024-03-15,Delhi,Hyderabad,22:00,22:05,5,1351,158067
10001,Lalbagh Express,2024-03-15,Mumbai,Pune,03:00,03:22,22,405,36855
10002,Chennai Express,2024-03-15,Chennai,Mumbai,14:45,15:57,72,1140,78660
10003,Hampi Express,2024-03-15,Hyderabad,Mumbai,02:15,02:25,10,1210,91960
10004,Jaipur Superfast,2024-03-15,Hyderabad,Delhi,16:00,17:22,82,1300,118300
10005,Rajdhani Express,2024-03-15,Kolkata,Hyderabad,02:15,03:19,64,1379,111699
10006,Duronto Express,2024-03-15,Delhi,Hyderabad,09:30,09:38,8,715,50765
10007,Yuva Express,2024-03-15,Kolkata,Chennai,17:00,18:12,72,1190,82110
10008,Garib Rath,2024-03-15,Delhi,Hyderabad,14:00,14:46,46,1283,105206
10009,Intercity Express,2024-03-15,Kolkata,Chennai,01:00,01:24,24,985,71905
10010,Express Special,2024-03-15,Chennai,Bangalore,13:15,13:55,40,424,30952
10011,Passenger Special,2024-03-15,Delhi,Pune,15:15,15:24,9,498,34860
10000,Shatabdi Express,2024-03-16,Delhi,Hyderabad,20:15,20:59,44,1302,148428
10001,Lalbagh Express,2024-03-16,Bangalore,Mumbai,11:00,11:41,41,1377,155601
10002,Chennai Express,2024-03-16,Delhi,Mumbai,15:00,15:17,17,882,98784
10003,Hampi Express,2024-03-16,Delhi,Bangalore,15:15,16:11,56,763,77826
10004,Jaipur Superfast,2024-03-16,Chennai,Pune,12:45,12:46,1,873,103014
10005,Rajdhani Express,2024-03-16,Delhi,Mumbai,14:30,15:41,71,662,70172
10006,Duronto Express,2024-03-16,Kolkata,Delhi,11:00,11:42,42,416,31616
10007,Yuva Express,2024-03-16,Hyderabad,Pune,07:00,08:29,89,1119,106305
10008,Garib Rath,2024-03-16,Hyderabad,Pune,14:45,15:14,29,1062,79650
10009,Intercity Express,2024-03-16,Kolkata,Bangalore,06:00,06:51,51,523,50208
10010,Express Special,2024-03-16,Mumbai,Delhi,14:45,15:31,46,1341,148851
10011,Passenger Special,2024-03-16,Delhi,Hyderabad,09:00,10:03,63,564,48504
10000,Shatabdi Express,2024-03-17,Hyderabad,Pune,19:00,20:09,69,1230,116850
10001,Lalbagh Express,2024-03-17,Chennai,Mumbai,04:15,04:44,29,444,34632
10002,Chennai Express,2024-03-17,Chennai,Hyderabad,10:15,10:36,21,1091,121101
10003,Hampi Express,2024-03-17,Hyderabad,Chennai,06:30,06:48,18,949,61685
10004,Jaipur Superfast,2024-03-17,Hyderabad,Chennai,19:00,19:31,31,787,85783
10005,Rajdhani Express,2024-03-17,Chennai,Hyderabad,19:30,20:44,74,1076,87156
10006,Duronto Express,2024-03-17,Chennai,Pune,11:15,12:31,76,1209,82212
10007,Yuva Express,2024-03-17,Chennai,Pune,18:15,18:45,30,783,73602
10008,Garib Rath,2024-03-17,Bangalore,Hyderabad,18:30,19:22,52,687,41907
10009,Intercity Express,2024-03-17,Delhi,Pune,09:15,10:20,65,715,59345
10010,Express Special,2024-03-17,Bangalore,Hyderabad,10:45,10:45,0,1306,148884
10011,Passenger Special,2024-03-17,Mumbai,Pune,06:15,07:04,49,1307,117630
10000,Shatabdi Express,2024-03-18,Bangalore,Chennai,10:45,11:49,64,958,83346
10001,Lalbagh Express,2024-03-18,Mumbai,Bangalore,06:15,06:38,23,1171,120613
10002,Chennai Express,2024-03-18,Delhi,Bangalore,10:45,11:34,49,570,39900
10003,Hampi Express,2024-03-18,Mumbai,Delhi,11:30,11:56,26,1280,144640
10004,Jaipur Superfast,2024-03-18,Chennai,Bangalore,15:15,16:14,59,1093,97277
10005,Rajdhani Express,2024-03-18,Hyderabad,Delhi,09:45,10:26,41,1207,111044
10006,Duronto Express,2024-03-18,Mumbai,Chennai,21:15,22:01,46,820,92660
10007,Yuva Express,2024-03-18,Mumbai,Chennai,19:15,19:41,26,952,71400
10008,Garib Rath,2024-03-18,Chennai,Mumbai,01:45,02:24,39,472,33512
10009,Intercity Express,2024-03-18,Chennai,Bangalore,09:45,10:32,47,1187,116326
10010,Express Special,2024-03-18,Hyderabad,Bangalore,00:30,01:05,35,807,91191
10011,Passenger Special,2024-03-18,Delhi,Bangalore,13:15,13:43,28,926,65746
10000,Shatabdi Express,2024-03-19,Mumbai,Pune,19:00,19:23,23,1316,90804
10001,Lalbagh Express,2024-03-19,Kolkata,Hyderabad,04:15,05:42,87,1309,121737
10002,Chennai Express,2024-03-19,Chennai,Pune,21:45,22:54,69,435,45240
10003,Hampi Express,2024-03-19,Hyderabad,Pune,03:45,05:13,88,495,45540
10004,Jaipur Superfast,2024-03-19,Mumbai,Pune,19:15,19:52,37,594,48708
10005,Rajdhani Express,2024-03-19,Mumbai,Delhi,15:30,16:38,68,851,68080
10006,Duronto Express,2024-03-19,Delhi,Pune,15:00,16:26,86,541,35706
10007,Yuva Express,2024-03-19,Kolkata,Delhi,16:00,16:53,53,894,92082
10008,Garib Rath,2024-03-19,Chennai,Hyderabad,12:30,13:56,86,1015,119770
10009,Intercity Express,2024-03-19,Kolkata,Mumbai,00:00,00:30,30,754,57304
10010,Express Special,2024-03-19,Hyderabad,Mumbai,13:15,14:16,61,1382,125762
10011,Passenger Special,2024-03-19,Mumbai,Delhi,19:30,19:34,4,600,52800
10000,Shatabdi Express,2024-03-20,Kolkata,Chennai,21:15,21:59,44,1236,147084
10001,Lalbagh Express,2024-03-20,Delhi,Chennai,07:30,07:30,0,1123,115669
10002,Chennai Express,2024-03-20,Delhi,Mumbai,21:15,21:30,15,1010,79790
10003,Hampi Express,2024-03-20,Kolkata,Mumbai,00:30,01:27,57,836,88616
10004,Jaipur Superfast,2024-03-20,Bangalore,Chennai,01:00,02:23,83,725,48575
10005,Rajdhani Express,2024-03-20,Mumbai,Delhi,00:30,01:29,59,1074,68736
10006,Duronto Express,2024-03-20,Delhi,Pune,11:45,12:04,19,472,46256
10007,Yuva Express,2024-03-20,Hyderabad,Mumbai,21:30,22:14,44,570,41040
10008,Garib Rath,2024-03-20,Mumbai,Pune,21:45,22:36,51,510,57120
10009,Intercity Express,2024-03-20,Mumbai,Delhi,18:45,19:56,71,1209,102765
10010,Express Special,2024-03-20,Delhi,Bangalore,22:30,23:46,76,1323,89964
10011,Passenger Special,2024-03-20,Hyderabad,Mumbai,15:30,16:20,50,1179,87246
10000,Shatabdi Express,2024-03-21,Kolkata,Mumbai,09:30,09:40,10,1205,112065
10001,Lalbagh Express,2024-03-21,Delhi,Mumbai,05:15,05:56,41,619,37140
10002,Chennai Express,2024-03-21,Delhi,Mumbai,19:15,20:01,46,775,51150
10003,Hampi Express,2024-03-21,Delhi,Hyderabad,03:00,03:11,11,1065,103305
10004,Jaipur Superfast,2024-03-21,Kolkata,Delhi,10:30,11:06,36,445,49840
10005,Rajdhani Express,2024-03-21,Bangalore,Hyderabad,21:15,22:11,56,515,58195
10006,Duronto Express,2024-03-21,Hyderabad,Mumbai,16:30,16:40,10,747,84411
10007,Yuva Express,2024-03-21,Bangalore,Hyderabad,22:15,22:42,27,1146,121476
10008,Garib Rath,2024-03-21,Bangalore,Mumbai,21:00,22:22,82,1264,120080
10009,Intercity Express,2024-03-21,Kolkata,Hyderabad,02:15,02:31,16,1362,102150
10010,Express Special,2024-03-21,Kolkata,Hyderabad,19:00,19:44,44,478,50190
10011,Passenger Special,2024-03-21,Bangalore,Delhi,05:15,06:01,46,580,65540
10000,Shatabdi Express,2024-03-22,Hyderabad,Bangalore,05:45,07:11,86,616,62216
10001,Lalbagh Express,2024-03-22,Kolkata,Chennai,17:00,17:40,40,729,50301
10002,Chennai Express,2024-03-22,Bangalore,Hyderabad,17:15,18:06,51,1072,64320
10003,Hampi Express,2024-03-22,Hyderabad,Pune,01:45,02:01,16,1043,106386
10004,Jaipur Superfast,2024-03-22,Kolkata,Bangalore,03:00,04:10,70,877,95593
10005,Rajdhani Express,2024-03-22,Bangalore,Hyderabad,02:45,03:08,23,1378,130910
10006,Duronto Express,2024-03-22,Chennai,Pune,10:30,11:01,31,1245,144420
10007,Yuva Express,2024-03-22,Chennai,Pune,15:30,16:16,46,1162,137116
10008,Garib Rath,2024-03-22,Hyderabad,Pune,16:30,17:17,47,1341,113985
10009,Intercity Express,2024-03-22,Bangalore,Pune,21:30,22:35,65,507,35997
10010,Express Special,2024-03-22,Kolkata,Delhi,17:15,18:07,52,654,43164
10011,Passenger Special,2024-03-22,Mumbai,Chennai,22:15,22:20,5,981,101043
10000,Shatabdi Express,2024-03-23,Kolkata,Mumbai,04:15,04:44,29,1160,117160
10001,Lalbagh Express,2024-03-23,Bangalore,Mumbai,04:45,05:11,26,822,55896
10002,Chennai Express,2024-03-23,Kolkata,Pune,11:30,11:58,28,560,57120
10003,Hampi Express,2024-03-23,Kolkata,Pune,14:15,15:06,51,886,99232
10004,Jaipur Superfast,2024-03-23,Hyderabad,Bangalore,02:30,03:12,42,1121,115463
10005,Rajdhani Express,2024-03-23,Kolkata,Pune,00:45,01:43,58,1006,117702
10006,Duronto Express,2024-03-23,Delhi,Pune,17:45,19:12,87,421,25681
10007,Yuva Express,2024-03-23,Hyderabad,Bangalore,22:00,23:24,84,966,113988
10008,Garib Rath,2024-03-23,Kolkata,Delhi,18:30,19:18,48,664,77688
10009,Intercity Express,2024-03-23,Mumbai,Hyderabad,22:00,22:41,41,452,41132
10010,Express Special,2024-03-23,Delhi,Bangalore,06:15,06:29,14,1366,120208
10011,Passenger Special,2024-03-23,Delhi,Mumbai,18:15,18:43,28,1374,129156
10000,Shatabdi Express,2024-03-24,Kolkata,Delhi,14:15,15:31,76,748,58344
